"Name","mmax","Mmax","R.A.","Dec.","z","Type"
"SN2020yav","16.21","-20","07:27:59.050,07:27:59.031,07:27:59.04","+53:04:06.38,+53:04:06.55,+53:04:06.24","0.039,0.039","Ia"
"SN2020yji","18.01","-19","12:00:32.560,12:00:32.554,12:00:32.64","+56:23:27.42,+56:23:27.45,+56:23:27.24","0.07,0.07","Ia"
"SN2020ytj","18.48","-18.7859","23:04:04.410,23:04:04.428,23:04:04.32","+20:17:05.10,+20:17:05.04,+20:17:04.92","0.063152,0.063152","Ia"
"SN1997aj","22.3","-19.92","10:55:52.98","-03:59:02.3","0.581,0.581,0.581","Ia"
"SN1997fd","20.12","-19.6","03:41:15.65","-53:29:30.8","0.19","Ia?"
"SN1997Q","21.99","-19.6","10:56:51.48","-03:58:36.9","0.43,0.43,0.44","Ia"
"SN1998cq","19.87","-19.3","00:45:06.11","-63:49:50.4","0.15,0.15,0.15","Ia"
"ESSENCEf301","22.66","-19.284","02:27:26.51,02:27:26.513","-08:42:24.9,-08:42:24.88,-08:42:24.782","0.514,0.5132,0.514","Ia"
"ESSENCEg142","22.32","-19.081","23:28:37.70,23:28:37.713","-08:45:04.0,-08:45:04.01,-08:45:03.948","0.4028,0.4033","Ia"
"ESSENCEg240","22.6","-19.994","23:30:41.83,23:30:41.823","-08:34:11.0,-08:34:10.98,-08:34:10.893","0.689,0.6878,0.689","Ia"
"ESSENCEh300","22.72","-19.767","02:31:40.67,02:31:40.680","-08:49:03.3,-08:49:03.35,-08:49:03.377","0.656,0.6552,0.656","Ia"
"SN2001ch","16.7","-16.5","21:25:59.19","-03:48:46.8","0.0098,0.0098","Ic"
"SN2002iy","22.47","-19.77","02:30:40.00,02:30:40.022","-08:11:40.5,-08:11:40.50,-08:11:40.469","0.587,0.5862,0.587","Ia"
"SN2002ja","21.74","-19.169","23:30:09.67,23:30:09.66,23:30:09.685","-09:35:01.8,-09:35:01.75,-09:35:01.809","0.325,0.3238,0.329","Ia"
"SN2002kd","22.73","-20.01","03:32:22.318,03:32:22.34","-27:44:27.04,-27:44:26.9","0.735,0.735,0.735","Ia"
"SN2002kk","19","-19","21:58:58.65","-00:08:23.5","0.09,0.09","Ia"
"SN2003jj","22.54","-19.688","01:07:58.52,01:07:58.528,01:07:58.519","+00:03:01.9,+00:03:01.89,+00:03:01.99,+00:03:01.918","0.5829,0.5839","Ia"
"SN2003kt","22.71","-19.619","02:33:47.01,02:33:47.018,02:33:46.992","-08:36:22.1,-08:36:22.09,-08:36:22.19,-08:36:22.141","0.611,0.6102,0.612","Ia"
"SN2004hn","22.86","-19.337","01:13:32.38,01:13:32.39,01:13:32.382","+00:37:15.3,+00:37:15.38,+00:37:15.455","0.576,0.5749,0.582","Ia"
"SN2004hr","22.45","-18.979","01:08:48.33,01:08:48.34,01:08:48.336","+00:00:49.5,+00:00:49.49,+00:00:49.449","0.4079,0.4081","Ia"
"SNLS-03D1dj","21.84","-19.5","02:26:19.071,02:26:19.082,02:26:19.087","-04:07:08.72,-04:07:08.720,-04:07:09.38,-04:07:08.89","0.39","Ia"
"SNLS-03D4cy","23.47","-19.77","22:13:40.415,22:13:40.460,22:13:40.441","-17:40:53.91,-17:40:53.910,-17:40:53.90,-17:40:54.12","0.927,0.927","Ia"
"SNLS-04D2gp","23.27","-19.46","09:59:20.373,09:59:20.400","+02:30:31.96,+02:30:31.960,+02:30:31.88","0.732,0.707,0.732","Ia"
"SNLS-04D4jy","23.58","-19.7","22:13:51.577,22:13:51.605","-17:24:17.62,-17:24:17.620,-17:24:18.13","0.93,0.93","Ia"
"ESSENCEm158","22.48","-19.218","23:24:03.53,23:24:03.540","-09:23:18.2,-09:23:18.24,-09:23:18.267","0.461,0.4598,0.461","Ia"
"ESSENCEn246","22.44","-20.208","01:14:33.08,01:14:33.074","-00:26:23.2,-00:26:23.18,-00:26:23.184","0.7049,0.7055","Ia?"
"ESSENCEn400","23.11","-18.4","01:13:13.26,01:13:13.258","-00:23:25.9,-00:23:25.86,-00:23:25.853","0.424,0.4229,0.424","Ia"
"ESSENCEp429","22.91","-19.175","23:26:02.216","-08:35:47.978","0.5468,0.5482","Ia?"
"ESSENCEp434","22.65","-18.358","01:12:40.25,01:12:40.253","+00:14:56.6,+00:14:56.61,+00:14:56.591","0.3383,0.3372,0.3383","Ia"
"ESSENCEp444","22.95","-19.458","02:06:36.165","-03:41:33.614","0.633,0.6321,0.633","Ia"
"ESSENCEp528","22.83","-20.044","02:07:04.66,02:07:04.661","-03:28:04.4,-03:28:04.37,-03:28:04.268","0.7811,0.7812","Ia"
"ESSENCEq002","21.79","-19.269","02:05:12.945","-03:39:00.723","0.3461,0.3469","Ia"
"ESSENCEs372","23.06","-19.592","02:08:24.257","-03:27:32.636","0.7061,0.7076","Ia"
"Midge","23.35","-20","12:29:33.012,12:29:33.013","+01:51:36.67","0.98,0.98,0.98","Ia"
"SCP-06H3","23.1","-20","14:34:28.879","+34:27:26.61,+34:27:26.62","0.85,0.85,0.85,0.85","Ia"
"SDSS-II SN 10154","22.21","","02:06:46.008","+01:15:01.476,+01:15:01.224","","Ia"
"SDSS-II SN 10517","22.09","","02:35:21.456,02:35:21.432","+00:26:43.595,+00:26:43.465","","Ia"
"SDSS-II SN 11181","21.36","-19.6852","23:48:05.183,23:48:05.28","-00:08:35.74,-00:08:35.736,-00:08:35.8152,-00:08:36.0096","0.34394","Ia"
"SDSS-II SN 11523","21.82","","00:37:55.5288,00:37:55.5216","+00:36:05.8536,+00:36:05.6016","","Ia"
"SDSS-II SN 11723","21.42","","03:39:15.576","-00:02:53.1708,-00:02:53.2824","","Ia"
"SDSS-II SN 11858","21.75","-18.9211","00:04:12.396,00:04:12.3936,00:04:12.3744","+00:21:34.13,+00:21:34.214,+00:21:33.926","0.291263","Ia"
"SDSS-II SN 12133","21.14","","23:14:04.8","+00:26:03.0372,+00:26:02.7492","","Ia"
"SDSS-II SN 12308","21.32","-19.2624","23:20:42.24","+00:57:54.925,+00:57:54.997,+00:57:54.724","0.279997","Ia"
"SDSS-II SN 1285","21.55","-19.5","21:27:07.92","+00:32:35.502,+00:32:35.3,+00:32:34.955","0.345","Ia"
"SDSS-II SN 12850","21.47","-19.3048","21:41:38.4","-00:26:14.1936,-00:26:14.4636","0.305003","Ia"
"SDSS-II SN 12864","21.52","","20:59:47.28","-00:06:42.8472,-00:06:43.2072","","Ia"
"SDSS-II SN 13149","21.18","","00:17:32.287,00:17:32.2608","+00:05:39.85,+00:05:39.57","","Ia"
"SDSS-II SN 13465","21.81","-18.823","23:15:31.92","+00:00:58.2,+00:00:58.25,+00:00:57.72","0.286372","Ia"
"SDSS-II SN 13777","22.02","-19.8169","23:06:34.720,23:06:34.8","-00:41:03.43,-00:41:03.426,-00:41:03.4548,-00:41:03.5772","0.489267","Ib/c"
"SDSS-II SN 13780","21.83","","23:21:11.52","-00:46:29.1864,-00:46:29.4636","","Ia"
"SDSS-II SN 13933","21.96","-19.6094","22:29:03.742,22:29:03.6,22:29:03.84","-00:33:47.99,-00:33:48.456,-00:33:47.988,-00:33:48.0816,-00:33:48.4524","0.434257","Ia"
"SDSS-II SN 14087","22.74","","00:23:09.564,00:23:09.5568","-00:39:55.1304,-00:39:55.3716","","Ia"
"SDSS-II SN 14223","22","-19.0525","21:54:52.56","-00:30:04.608,-00:30:04.9536","0.34505","Ia"
"SDSS-II SN 14333","20.99","-19.5113","01:05:08.496,01:05:08.472","-00:00:45.34,-00:00:45.72,-00:00:45.468,-00:00:45.4716","0.27009","Ia"
"SDSS-II SN 14619","22.01","-20.06","21:32:50.16","-00:03:38.448,-00:03:38.4156,-00:03:38.8512","0.542,0.443","Ia"
"SDSS-II SN 14649","21.59","","01:49:42.528,01:49:42.504","-00:09:48.3624,-00:09:48.6396","","Ia"
"SDSS-II SN 14760","21.98","-18.91","03:45:00.10,03:45:00.096","+00:43:41.5,+00:43:41.801,+00:43:41.534","0.321","Ia"
"SDSS-II SN 14858","21.88","-19.5","01:59:40.176,01:59:40.152,01:59:40.128","+00:00:08.9,+00:00:08.89,+00:00:08.32","0.399,0.342","Ia"
"SDSS-II SN 14894","21.4","-20.1875","02:21:07.762,02:21:07.752,02:21:07.728","-00:45:28.40,-00:45:28.404,-00:45:28.4436,-00:45:28.728","0.437768","Ia"
"SDSS-II SN 14989","21.45","","21:05:00.96","+00:12:20.567,+00:12:20.322","","Ia"
"SDSS-II SN 15078","22.49","-19.66","03:37:30.144","+00:17:51.45,+00:17:51.43,+00:17:51.086","0.562,0.454","Ia"
"SDSS-II SN 15559","22.14","","22:33:49.92","+00:51:02.0808,+00:51:01.8504","","Ia"
"SDSS-II SN 15618","22.22","","03:48:17.52,03:48:17.496","-00:40:55.6716,-00:40:55.992","","Ia"
"SDSS-II SN 15633","21.19","-20.4645","23:35:37.68","-00:50:21.2,-00:50:21.1236,-00:50:21.948","0.451021","Ia"
"SDSS-II SN 1576","22.28","-19.4987","02:53:07.343,02:53:07.344,02:53:07.32","+00:33:19.94,+00:33:19.91,+00:33:19.789","0.476722","Ia"
"SDSS-II SN 15822","20.82","-19.352","20:45:25.2","+00:06:04.9752,+00:06:04.698","0.2333","Ia"
"SDSS-II SN 16104","20.33","-22.27","21:06:15.36","-01:03:59.22,-01:03:59.508,-01:03:59.832","0.691,0.534","Ia"
"SDSS-II SN 16405","21.04","-19.5074","23:44:24.946,23:44:24.96","+00:22:04.42,+00:22:04.422,+00:22:04.5012,+00:22:04.2096","0.275679","Ia"
"SDSS-II SN 16484","21.52","-18.8665","01:51:16.752,01:51:16.728","+00:58:54.61,+00:58:54.304","0.25664","Ia"
"SDSS-II SN 16547","21.41","-19.7447","01:25:21.288","-01:07:09.588,-01:07:09.768","0.361097","Ia"
"SDSS-II SN 16637","20.83","-19.4331","00:32:43.33,00:32:42.2376,00:32:42.2184","-00:19:23.7,-00:19:06.3912,-00:19:06.5136","0.242928","Ia"
"SDSS-II SN 17957","21.85","-19.3659","01:34:21.384","-00:40:14.5596,-00:40:14.826","0.371044","Ia"
"SDSS-II SN 17976","21.95","","00:20:35.2608,00:20:35.2368","-01:15:07.848,-01:15:08.244","","Ia"
"SDSS-II SN 18182","22.04","-19.6","02:08:51.936,02:08:51.912","-00:19:17.2452,-00:19:17.2956,-00:19:17.5116","0.449","Ia"
"SDSS-II SN 18221","20.35","-20.3416","23:03:34.08","-00:22:29.9712,-00:22:30.1764","0.293922","Ia"
"SDSS-II SN 18288","21.94","","03:06:38.616","-00:26:04.3476,-00:26:04.6104","","Ia"
"SDSS-II SN 18450","22.05","-18.2","02:26:04.944,02:26:04.92","-00:43:39.576,-00:43:39.5868,-00:43:40.0512","0.242,0.218","Ia"
"SDSS-II SN 18747","22.26","-20.21","00:55:22.451,00:55:22.44,00:55:22.464","+00:14:19.55,+00:14:19.554,+00:14:19.5,+00:14:19.241","0.649,0.615,0.667","Ia"
"SDSS-II SN 19195","21.69","-19.94","22:30:20.64","-00:08:07.116,-00:08:07.44","0.447,0.375","Ib/c"
"SDSS-II SN 19200","22.34","","22:42:47.28","+00:22:23.743,+00:22:23.362","","Ia"
"SDSS-II SN 19414","21.76","-18.9155","22:06:22.017,22:06:22.08","+00:02:25.69,+00:02:25.7,+00:02:25.65,+00:02:25.39","0.291833","Ia"
"SDSS-II SN 19484","22.15","-18.3275","02:02:46.32,02:02:46.272","-00:54:23.9472,-00:54:24.066","0.267246","Ia"
"SDSS-II SN 19549","20.66","-21.32","23:45:15.6","+00:19:12.7,+00:19:12.364","0.522","Ia"
"SDSS-II SN 19652","21.14","-19.1509","23:11:29.836,23:11:29.76","+01:01:24.84,+01:01:24.852,+01:01:24.816,+01:01:24.528","0.245953","Ia"
"SDSS-II SN 20047","22","-19.2353","21:46:21.802,21:46:21.84","+00:37:52.24,+00:37:52.97,+00:37:52.799,+00:37:52.594","0.374257","Ia"
"SDSS-II SN 20759","21.58","-15.19","03:45:19.872,03:45:19.848","+00:19:45.887,+00:19:45.894,+00:19:45.55","0.0505","Ia"
"SDSS-II SN 2081","21.21","-19.14","22:29:13.230,22:29:13.2","-01:12:28.08,-01:12:28.188,-01:12:28.152","0.252,0.252,0.329,0.334","Ia"
"SDSS-II SN 20994","21.99","","00:27:08.8992,00:27:08.88","+00:11:39.944,+00:11:39.642","","Ia"
"SDSS-II SN 21361","22","","03:46:37.992","-00:48:38.808,-00:48:39.2652","","Ia"
"SDSS-II SN 21391","22.07","-19.4928","00:43:18.79,00:43:18.72,00:43:18.696","+00:04:43.0,+00:04:41.96,+00:04:41.67","0.432962","Ia"
"SDSS-II SN 21884","21.74","-19.45","03:26:14.52,03:26:14.496","-00:06:49.878,-00:06:49.8528,-00:06:50.1912","0.366,0.315","Ia"
"SDSS-II SN 2280","21.89","-19.1959","22:45:57.60,22:45:57.36","+00:16:52.7,+00:16:52.781,+00:16:52.475","0.350224","Ia"
"SDSS-II SN 2427","21.35","","01:04:46.128,01:04:46.08","+00:40:56.622,+00:40:56.24","","Ia"
"SDSS-II SN 3191","21.45","","23:28:19.68","-00:39:32.5296,-00:39:32.6592","","Ia"
"SDSS-II SN 3975","21.88","-19.5","01:59:17.048,01:59:17.04,01:59:17.064","+00:12:13.37,+00:12:13.1,+00:12:13.374,+00:12:13.345,+00:12:13.111","0.399,0.393,0.481,0.495","Ia"
"SDSS-II SN 4579","22.04","-19.38","02:34:41.958,02:34:41.928,02:34:41.952","+00:21:51.21,+00:21:50.83,+00:21:51.066","0.406,0.487,0.406,0.631,0.667","Ia"
"SDSS-II SN 4612","22.16","-19.1963","00:54:01.73,00:54:01.704,00:54:01.656","-00:50:09.8,-00:50:14.0388,-00:50:14.4816","0.394945","Ia"
"SDSS-II SN 4651","21.14","-18.0671","02:29:30.182,02:29:30.12,02:29:30.192,02:29:30.168","-00:44:49.97,-00:44:50.136,-00:44:49.9668,-00:44:49.8912,-00:44:50.1288","0.151605","Ia"
"SDSS-II SN 5199","21.27","-18.7903","23:15:10.196,23:15:10.08","-00:59:41.59,-00:59:41.784,-00:59:41.5932,-00:59:41.532,-00:59:41.802","0.221952","Ia"
"SDSS-II SN 5407","21.78","-19.47","03:01:13.872,03:01:13.92,03:01:13.896","-00:13:05.376,-00:13:05.5776,-00:13:06.024","0.376,0.323","Ia"
"SDSS-II SN 5473","21.41","-19.1493","23:38:56.808,23:38:56.88","+00:23:00.55,+00:23:00.312,+00:23:00.7548,+00:23:00.5928,+00:23:00.3048","0.28,0.27714","Ia"
"SDSS-II SN 6491","21.07","-17.4273","01:06:35.58,01:06:35.76,01:06:35.736","+00:32:26.7,+00:32:33.32,+00:32:33.076","0.110215","Ia"
"SDSS-II SN 735","21.02","-18.7019","00:31:51.1944,00:31:51.1728","+00:48:04.3272,+00:48:04.0428","0.190858","Ia"
"SDSS-II SN 9557","21.88","-19.3643","02:00:11.952,02:00:11.928","+00:01:31.47,+00:01:31.13","0.375758","Ia"
"SDSS-II SN 9895","21.2","-19.74","02:21:03.830,02:21:03.816,02:21:03.84","+00:30:15.71,+00:30:15.5,+00:30:15.714,+00:30:15.808,+00:30:15.487","0.328,0.244","Ia"
"Shaya","23.82","-20.22","14:29:18.743,14:29:18.744","+34:38:37.38,+34:38:37.39","1.35,1.35,1.35,1.35","Ia"
"SN2006cf","17.17","-19.13","10:54:02.58","+46:01:36.3","0.041549,0.041552","Ia"
"SN2006cq","17.3","-19.43","13:24:25.10","+30:57:22.7","0.048337","Ia"
"SN2006ct","16.6","-19.136","12:09:57.03,12:09:56.851,12:09:57.12","+47:05:43.9,+47:05:44.31,+47:05:43.8","0.03146,0.03145,0.032","Ia"
"SN2006jf","20.93","-19.6704","22:34:54.57,22:34:54.48","+00:00:07.3,+00:00:07.34,+00:00:07.09","0.282247,0.28","Ia"
"SN2006se","22.64","-19.685","01:14:48.054,01:14:48.05,01:14:48.050","+00:06:39.39,+00:06:39.4,+00:06:39.370","0.6089,0.6108","Ia"
"SN2006tp","23","-19.717","02:09:14.042,02:09:14.04,02:09:14.040","-04:37:12.18,-04:37:12.2,-04:37:11.970","0.7271,0.7275","Ia"
"SN2006tt","23","-19.47","02:10:47.926,02:10:47.93,02:10:47.935","-04:24:56.92,-04:24:56.9,-04:24:56.952","0.651,0.6501","Ia"
"SN2007na","21.92","-19.8286","22:13:32.88,22:13:32.79","+00:52:49.804,+00:52:49.8,+00:52:49.62","0.470359","Ia"
"SN2007nt","21.14","-18.83","03:06:43.80,03:06:43.776,03:06:43.8","-00:45:14.5,-00:45:14.832,-00:45:14.4684,-00:45:14.8428","0.213,0.168","Ia"
"SN2007sm","19.99","-17.6","21:22:50.57,21:22:50.64","+00:25:17.9,+00:25:17.893,+00:25:17.602","0.072","Ia"
"SN2007sn","20.64","-18.349","22:14:04.42,22:14:04.32","-00:12:47.5,-00:12:47.4588,-00:12:47.7576","0.1375","Ia"
"SN2007tc","22.46","-19.828","01:14:46.89,01:14:46.898,01:14:46.894","+00:17:06.6,+00:17:06.62,+00:17:06.778","0.6,0.5989,0.6","Ia"
"SN2007tm","22.7","-19.181","02:06:04.73,02:06:04.735,02:06:04.748","-03:32:29.3,-03:32:29.33,-03:32:29.261","0.4991,0.4919","Ia-91T"
"SN2007uh","23","-19.397","02:06:05.20,02:06:05.198,02:06:05.200","-04:01:37.5,-04:01:37.51,-04:01:37.458","0.63,0.6291,0.63","Ia"
"SNLS-06D2cc","22.56","-19.46","09:59:26.887","+02:27:04.88,+02:27:04.880","0.532,0.532","Ia"
"CSS131003:030909-113532","18.77","-19","03:09:09.09,03:09:09.07","-11:35:31.5,-11:35:32.7","0.09","Ia"
"CSS141117:030348+002415","17.6","-19","03:03:47.59,03:03:47.57","+00:24:14.6,+00:24:14.4","0.04","Ia"
"iPTF14ikw","18.8","-18.13","08:30:52.99","+22:16:13.1,+22:16:13.0","0.0543","Ia"
"LSQ13dcy","19.29","-18","04:55:16.42,04:55:16.44","-20:00:05.7,-20:00:05.1","0.08","Ia"
"PS1-10byu","21.923","-19.0875","22:14:31.92,22:14:31.924","+01:11:38.04,+01:11:38.32","0.33868","Ia"
"PS1-10cae","22.584","-19.3","08:36:44.64,08:36:44.632,08:36:44.630","+44:33:16.92,+44:33:17.05,+44:33:17.02","0.51","Ia"
"PS1-12rb","20.14","-19.6886","08:45:16.057,08:45:16.058","+43:23:08.38,+43:23:08.39","0.20017","Ia"
"PS1-12uq","22.14","-19.6417","10:05:14.133","+01:42:02.41,+01:42:02.42","0.47736","Ia"
"PS1-14oo","17.51","-19","13:07:45.12","+16:14:05.0","0.05","Ia"
"PSc000022","22.54","-17.8119","02:24:34.669","-04:23:41.75","0.25272","Ia"
"PSc030068","22.41","-18.2994","12:14:39.905","+48:05:21.86","0.29626","Ia"
"PSc030245","22.43","-19.7893","12:26:08.644","+46:30:52.82","0.58069","Ia"
"PSc040163","22.05","-19.422","12:22:04.649","+47:00:36.57","0.41581","Ia"
"PSc040377","21.71","-19.3871","10:40:51.886","+58:52:53.49","0.35197","Ia"
"PSc050017","21.93","-19.1761","12:25:59.135","+46:42:52.71","0.35337","Ia"
"PSc080023","22.68","-19.01","23:26:39.151","-00:43:01.93","0.4582","Ia"
"PSc090130","22.33","-17.4316","03:34:26.099","-26:35:34.49","0.19427","Ia"
"PSc120111","22.57","-18.9658","10:00:53.740","+02:31:18.90","0.42779","Ia"
"PSc120313","22.62","-19.4139","10:03:30.710","+02:52:04.85","0.53433","Ia"
"PSc120677","21.27","-19.3418","03:35:57.156","-27:55:35.56","0.28369","Ia"
"PSc130373","21.88","-19.3546","14:18:20.292","+53:38:39.14","0.37414","Ia"
"PSc130798","21.72","-18.9356","12:12:14.638","+47:14:39.26","0.28926","Ia"
"PSc130880","21.56","-18.729","12:26:00.764","+47:57:28.82","0.2458","Ia"
"PSc131033","21.54","-19.2233","12:20:02.226","+47:09:05.03","0.30345","Ia"
"PSc140234","22.56","-19.3186","14:08:46.699","+53:49:25.19","0.49847","Ia"
"PSc150170","22.58","-19.6405","10:43:40.866","+58:24:36.51","0.58099","Ia"
"PSc151069","21.86","-19.1399","14:12:38.417","+53:33:44.53","0.33708","Ia"
"PSc160202","22.01","-19.614","10:57:28.686","+57:53:43.33","0.44494","Ia"
"PSc170076","21.57","-19.1838","12:20:12.562","+47:37:15.43","0.30216","Ia"
"PSc170539","21.56","-18.3661","22:17:54.529","+01:22:41.50","0.20907","Ia"
"PSc180127","22.43","-18.701","14:09:06.141","+53:38:25.88","0.3573","Ia"
"PSc190142","22.63","-18.9484","22:19:11.585","+00:26:05.90","0.43599","Ia"
"PSc200058","22.6","-19.2879","22:17:58.874","-00:26:28.32","0.50055","Ia"
"PSc210141","22.41","","22:19:07.902","+00:05:49.93","","Ia"
"PSc310046","22.96","-19.0647","23:29:48.566","-01:19:46.98","0.53215","Ia"
"PSc310578","22.47","-19.4213","23:30:06.553","+00:53:07.17","0.50131","Ia"
"PSc340115","22.41","-19.5716","08:38:09.779","+44:52:15.02","0.52196","Ia"
"PSc350211","22.31","-18.8451","09:59:31.974","+02:22:47.77","0.36115","Ia"
"PSc350771","22.61","-19.6001","10:43:14.691","+58:23:05.41","0.57829","Ia"
"PSc360125","22.42","-18.321","08:36:38.099","+44:09:17.59","0.30045","Ia"
"PSc360283","22","-19.4494","12:27:23.831","+47:44:29.20","0.41165","Ia"
"PSc360320","21.9","-19.519","12:14:22.129","+47:54:48.92","0.4062","Ia"
"PSc390185","22.71","-19.114","14:13:24.951","+54:01:45.92","0.48645","Ia"
"PSc400106","22.26","-19.6646","16:04:57.504","+55:01:27.09","0.50883","Ia"
"PSc440506","22.74","-19.5108","02:27:57.073","-04:55:48.97","0.58896","Ia"
"PSc450054","21.58","-19.6993","03:33:41.686","-28:28:06.37","0.38166","Ia"
"PSc450256","21.76","-19.1763","03:27:03.781","-27:16:35.52","0.32769","Ia"
"PSc470114","21.34","-19.2203","03:31:29.409","-28:18:02.43","0.27727","Ia"
"PSc480236","22.59","","08:41:11.257","+43:01:57.67","","Ia"
"PSc490403","22.55","-19.441","08:42:47.095","+44:56:47.40","0.5241","Ia"
"PSc530286","22.96","-18.9974","14:15:15.968","+52:18:34.60","0.51635","Ia"
"PSc540132","22.43","-19.4","22:16:06.963","+00:40:06.84","0.4877","Ia"
"PSc540142","22.62","-18.1635","16:08:34.425","+55:24:00.88","0.30618","Ia"
"PSc540227","22.65","-19.4796","02:24:38.360","-05:29:51.45","0.55777","Ia"
"PSc570024","22.15","-17.4526","03:30:20.511","-27:48:25.41","0.18096","Ia"
"PSc590132","22.19","","08:46:22.759","+43:10:55.22","","Ia"
"PTF10otc","17.99","-18.9","16:59:16.38,16:59:16.32","+68:10:55.4,+68:10:55.56","0.054","Ia"
"PTF10oth","19.86","-19.255","14:36:06.96","+55:43:15.9,+55:43:15.96","0.1455","Ia"
"PTF11bmc","20.02","-19","13:48:05.57,13:48:05.52","+24:48:48.5,+24:48:48.6","0.14","Ia"
"PTF11gjb","19.97","-18.81","16:54:55.06,16:54:54.96","+31:58:11.9,+31:58:12","0.125","Ia"
"PTF12dco","18.53","-19.1022","15:20:31.73,15:20:31.68","+59:11:44.6,+59:11:44.52","0.074564","Ia"
"PTF13dok","18.39","-19","23:20:48.54,23:20:48.52","+02:55:09.8,+02:55:09.7","0.07","Ia"
"SN2010jv","14.82","-19","07:27:26.48,07:27:26.64","+33:48:41.8,+33:48:41.04","0.013","Ia"
"SN2011dz","15","-20.19","16:12:44.82,16:12:44.83,16:12:44.88","+28:17:03.2,+28:17:02.3,+28:17:02.4","0.0245","Ia"
"SN2011gu","17.44","-17.21","23:06:02.80,23:06:02.88,23:06:04.85,23:06:02.79","+34:06:36.7,+34:06:36.72,+34:06:27.7","0.0191","Ia"
"SN2012E","15.73","-20","02:33:22.79","+09:35:05.6","0.03,0.02","Ia"
"SN2013cx","17.7","-18.3","17:04:16.05,17:04:16.06","+41:30:37.6,+41:30:37.4","0.036","Ia"
"SN2013cy","","","22:10:34.21,22:10:34.32","-22:39:48.0,-22:39:47.52","0.034","Ia"
"SN2013hi","16.2","-19.0656","03:14:24.73,03:14:24.75","+46:10:49.0,+46:10:48.6","0.025368","Ia"
"SN2014ae","15.4","-19.5767","11:19:20.95,11:19:20.86","+72:48:57.3,+72:48:57.2","0.022225","Ia"
"ASASSN-15pl","15.7","-18.582","02:30:23.171,02:30:23.17,02:30:23.21,02:30:23.184","-20:41:00.07,-20:41:00.1,-20:41:00.3,-20:41:00.24","0.016165","Ia"
"ASASSN-15ub","16.6","-19.1767","11:07:13.070,11:07:13.07,11:07:13.05,11:07:12.96","+65:05:58.21,+65:05:58.2,+65:05:57.6","0.032046","Ia"
"ASASSN-15ul","16.9","-18.717","15:00:27.680,15:00:27.68,15:00:27.70,15:00:27.6","+06:27:19.31,+06:27:19.3,+06:27:19.8,+06:27:19.296","0.029791","II"
"ASASSN-19kb","18.3","-18.6","12:45:51.035,12:45:51.05,12:45:51.12","-09:45:21.17,-09:45:21.1,-09:45:21.168","0.053","Ia"
"AT2019gcm","13.8","","14:23:43.247,14:23:43.2","+28:20:51.87,+28:20:51.72","","Ia"
"Gaia15ach","18.22","-19","01:49:51.96","+30:00:20.7,+30:00:20.52","0.06","Ia"
"Gaia18dtq","17.31","","11:56:27.12","+03:46:11.892","","Ia"
"iPTF15aph","19.4","-19","15:22:55.59","+56:25:51.0,+56:25:50.9","0.1","Ia"
"OGLE-2015-SN-021","19.1","-19","01:38:59.59","-69:03:46.1","0.08","Ia"
"PS15art","18.68","-17","17:15:43.48","+11:15:28.5","0.03","Ia"
"PS15bqk","20.3","-18","00:06:42.37","-01:21:23.3","0.1","Ia"
"PS15bul","18.03","-19","23:43:56.43","+30:22:09.9","0.06","Ia"
"PS15dbd","18.1","-18.4","05:56:52.94","-22:00:45.9","0.044","Ia"
"PS15my","20.21","-19","10:27:26.660,10:27:26.66,10:27:26.61","+01:48:12.50,+01:48:12.0","0.15","Ia"
"PS19aqw","21.82","-16","09:58:51.730,09:58:51.73","+01:01:05.46,+01:01:05.4","0.08","Ia-91bg"
"SN2016bjd","18.31","-19","07:33:39.38,07:33:39.39","+48:17:46.3,+48:17:46.4","0.07","Ia"
"SN2016bkr","17.32","-18.5","11:03:21.01,11:03:21.02","+71:53:12.7","0.032","Ia"
"SN2016cid","20.94","-18.8","15:00:16.490,15:00:16.49","-06:22:41.00,-06:22:41.0","0.19","Ia"
"SN2016dcn","18.34","-17.8","16:01:58.446,16:01:58.44,16:01:58.56","+15:42:03.27,+15:42:03.3,+15:42:03.24","0.037","Ia"
"SN2016dwj","18.39","-19.5","09:18:58.49,09:18:58.56","+35:54:41.3,+35:54:41.4","0.084","Ia"
"SN2016ekt","14.48","-19.9","21:53:27.882","-34:24:20.95","0.017","Ia"
"SN2016eng","20.39","-18.4","21:47:04.360,21:47:04.35","-22:31:41.84,-22:31:41.9","0.126","Ia"
"SN2016faa","17.22","-18.7","17:37:36.300,17:37:36.29","+43:31:11.96,+43:31:11.9","0.034,0.029","Ia"
"SN2016fej","14.15","-19.2761","20:40:39.870,20:40:39.84","-54:18:36.24,-54:18:38.16,-54:18:38.88","0.010914","Ia"
"SN2016fes","17.9","-18.9","16:26:29.210,16:26:29.28,16:26:29.21","+62:05:32.05,+62:05:31.92,+62:05:32.0","0.052","Ia"
"SN2016fov","17.28","-18.8","16:48:21.280,16:48:21.36","+06:16:14.50,+06:16:15.024","0.036","Ia Pec"
"SN2016hax","18.93","-19.1","21:36:02.281,21:36:02.16","+01:53:08.45,+01:53:08.448","0.089","Ia"
"SN2016hgn","19.79","-15.4","23:41:22.410,23:41:22.42","-05:11:12.05,-05:11:12.0","0.025","Ia"
"SN2016iew","17.82","-19.3","06:13:11.530,06:13:11.544","-24:16:19.49,-24:16:18.84","0.058","Ia"
